Policy_ID,Customer_ID,Policy_Type,Region,Sum_Insured,Premium,Claim_Count,Total_Claim_Amount,Risk_Score,Start_Date
P103847,C72074,Property,West,306354,11179,1,65228,1.0,2021-10-24
P103848,C60291,Life,West,370325,11141,0,0,0.346,2020-10-04
P103849,C17966,Auto,East,122622,6801,0,0,0.642,2023-02-24
P103850,C66990,Property,North,50000,2165,0,0,0.543,2021-03-01
P103851,C44714,Auto,North,328379,13916,0,0,0.741,2025-02-14
P103852,C87897,Life,North,157523,4898,0,0,0.343,2021-01-10
P103853,C85992,Health,West,278755,19864,0,0,0.56,2023-01-12
P103854,C54455,Life,West,269790,6982,0,0,0.338,2025-05-06
P103855,C89093,Auto,North,458740,26175,0,0,0.566,2023-10-21
P103856,C94852,Property,North,340000,14702,0,0,0.519,2021-01-07
P103857,C19554,Property,West,316586,14051,0,0,0.685,2024-07-11
P103858,C48954,Property,West,383699,14009,1,37949,0.984,2021-03-06
P103859,C14442,Health,South,336850,18496,0,0,0.529,2021-01-19
P103860,C93567,Health,South,254232,17731,0,0,0.489,2025-01-02
P103861,C69263,Life,South,407148,11530,0,0,0.385,2022-06-12
P103862,C98074,Property,North,189025,6239,0,0,0.642,2024-02-27
P103863,C87763,Auto,East,332325,17285,1,67258,1.0,2022-02-24
P103864,C84848,Auto,West,145243,6172,0,0,0.629,2021-05-30
P103865,C29878,Property,South,320394,14336,0,0,0.548,2022-08-02
P103866,C34196,Property,East,319299,13496,1,2257,0.881,2024-10-11
P103867,C36503,Life,West,467645,16132,0,0,0.07,2021-12-22
P103868,C45756,Life,East,143503,4796,0,0,0.316,2023-04-12
P103869,C31599,Auto,North,239911,10134,0,0,0.612,2021-09-05
P103870,C94067,Property,North,382268,14563,0,0,0.619,2020-09-03
P103871,C43534,Auto,North,333532,18508,0,0,0.734,2022-01-19
P103872,C67660,Auto,South,318031,15376,2,27149,1.0,2023-01-12
P103873,C13148,Health,West,204386,14580,0,0,0.477,2024-06-29
P103874,C30551,Auto,North,240918,13182,0,0,0.716,2021-01-03
P103875,C81423,Property,South,424504,13689,1,9835,0.907,2022-12-16
P103876,C70112,Auto,South,294849,16983,1,15956,1.0,2023-06-24
P103877,C84427,Health,South,337536,17018,2,12073,0.899,2022-10-23
P103878,C77474,Property,South,288481,9880,0,0,0.493,2023-09-01
P103879,C37632,Auto,North,181691,9937,0,0,0.562,2021-07-27
P103880,C16716,Property,South,393381,18032,0,0,0.655,2022-12-21
P103881,C99600,Life,North,350323,10662,0,0,0.288,2025-06-14
P103882,C79616,Health,North,530564,29148,0,0,0.495,2022-02-12
P103883,C38028,Auto,South,198442,9332,0,0,0.529,2023-10-31
P103884,C61576,Health,North,382257,21494,0,0,0.497,2020-07-15
P103885,C18658,Health,West,168846,9428,0,0,0.563,2022-12-08
P103886,C81412,Health,West,315735,16996,0,0,0.316,2022-07-10
P103887,C90598,Life,East,397651,12449,0,0,0.246,2023-01-11
P103888,C25619,Life,West,92786,3229,0,0,0.143,2022-06-05
P103889,C73689,Property,North,279507,10318,0,0,0.558,2020-10-10
P103890,C28509,Life,North,243679,6394,1,18907,0.599,2022-07-21
P103891,C20069,Property,West,229804,10437,0,0,0.638,2024-01-02
P103892,C51972,Life,South,338521,11138,0,0,0.317,2021-04-08
P103893,C96246,Property,South,412069,19323,0,0,0.729,2022-09-28
P103894,C85624,Life,North,286672,7450,0,0,0.295,2024-08-11
P103895,C55331,Health,South,320549,16496,1,20578,0.94,2024-12-09
P103896,C32158,Auto,East,311431,15830,0,0,0.644,2022-10-10
P103897,C43759,Health,East,300180,18835,0,0,0.39,2023-08-04
P103898,C73805,Property,West,191066,7582,0,0,0.683,2023-02-22
P103899,C82833,Health,West,410844,25626,1,3048,0.855,2024-04-01
P103900,C21363,Property,South,329520,11496,1,54365,1.0,2021-01-22
P103901,C80381,Property,North,339488,13469,1,22540,1.0,2024-06-05
P103902,C60091,Health,West,219349,13993,0,0,0.403,2021-09-30
P103903,C61672,Auto,East,254078,12362,0,0,0.814,2025-06-09
P103904,C58843,Health,West,282387,18159,0,0,0.558,2023-01-30
P103905,C85811,Property,West,146588,5749,0,0,0.802,2021-08-16
P103906,C23117,Property,East,131197,4899,0,0,0.485,2024-03-04
P103907,C86549,Property,North,239925,8843,0,0,0.686,2024-12-22
P103908,C23781,Property,West,352252,13588,0,0,0.655,2020-12-09
P103909,C54716,Property,West,234686,7597,0,0,0.566,2022-09-17
P103910,C60933,Auto,West,198119,10574,0,0,0.836,2021-01-24
P103911,C12116,Auto,South,218531,12435,0,0,0.74,2025-06-19
P103912,C12708,Auto,West,254466,11983,0,0,0.606,2021-03-24
P103913,C63592,Health,East,264614,12994,0,0,0.488,2025-01-04
P103914,C15697,Health,North,516552,37028,1,33583,0.941,2023-11-05
P103915,C81190,Property,North,405462,14685,1,17031,0.923,2022-02-04
P103916,C43542,Life,East,402477,10271,0,0,0.37,2023-01-15
P103917,C65587,Property,South,416858,15806,0,0,0.699,2021-05-22
P103918,C85149,Life,East,200118,6576,0,0,0.322,2021-01-25
P103919,C97077,Health,North,177764,9787,0,0,0.425,2024-10-18
P103920,C91223,Health,East,189313,11698,0,0,0.538,2020-12-20
P103921,C38328,Property,South,433451,16752,0,0,0.672,2022-02-18
P103922,C35603,Life,North,245281,6233,2,72581,1.0,2021-09-22
P103923,C54752,Auto,South,174864,8150,0,0,0.712,2021-11-05
P103924,C22570,Health,East,256900,16800,0,0,0.481,2020-12-19
P103925,C71955,Auto,West,276139,14426,0,0,0.795,2024-02-03
P103926,C95228,Life,East,326841,8314,0,0,0.339,2024-07-11
P103927,C75040,Life,South,325095,8439,0,0,0.348,2024-10-29
P103928,C37227,Life,East,217182,6882,1,1721,0.469,2022-04-28
P103929,C51106,Auto,West,368566,20739,0,0,0.7,2020-10-25
P103930,C83033,Health,South,236081,13312,1,22692,1.0,2020-09-06
P103931,C32676,Auto,East,284372,14761,0,0,0.694,2022-09-08
P103932,C22375,Life,South,368677,9603,1,2354,0.541,2021-09-16
P103933,C70145,Auto,South,235818,10901,0,0,0.546,2023-05-04
P103934,C16909,Property,North,243065,7857,0,0,0.593,2021-09-03
P103935,C26155,Property,North,359167,15908,0,0,0.399,2024-10-15
P103936,C59995,Property,South,214227,8230,1,75431,1.0,2023-08-22
P103937,C65487,Auto,East,261521,14730,0,0,0.706,2023-01-28
P103938,C52396,Auto,East,355574,19261,0,0,0.777,2023-07-16
P103939,C26924,Property,East,505409,22875,1,27771,0.978,2022-06-03
P103940,C57395,Life,West,360540,9889,0,0,0.337,2021-03-03
P103941,C57408,Health,South,347264,18211,2,64358,1.0,2025-01-21
P103942,C83717,Auto,South,353080,20986,0,0,0.636,2024-05-07
P103943,C43254,Property,West,192681,8377,0,0,0.445,2024-05-24
P103944,C93545,Auto,South,311560,17659,0,0,0.729,2025-03-28
P103945,C83803,Auto,South,297023,11959,0,0,0.581,2024-02-26
P103946,C91424,Life,West,332158,9385,0,0,0.218,2024-05-30
P103947,C14667,Life,North,311651,10258,0,0,0.392,2024-06-12
P103948,C98750,Auto,South,337970,14046,0,0,0.888,2024-08-16
P103949,C29365,Auto,West,268853,13805,1,6689,0.867,2021-09-15
P103950,C61442,Auto,East,305861,14859,0,0,0.626,2023-04-15
P103951,C89102,Health,North,177217,8581,1,51790,1.0,2023-06-22
P103952,C95055,Health,East,268009,14382,0,0,0.445,2024-12-22
P103953,C51047,Auto,South,439083,20064,0,0,0.893,2024-08-28
P103954,C23089,Auto,North,331881,14018,0,0,0.647,2023-02-23
P103955,C44701,Health,West,297908,18815,0,0,0.461,2024-05-27
P103956,C14367,Health,South,489612,26350,0,0,0.662,2022-09-07
P103957,C47943,Property,West,163917,5973,0,0,0.658,2024-12-03
P103958,C51639,Auto,North,189054,10958,0,0,0.799,2023-04-26
P103959,C98675,Auto,East,471271,23254,0,0,0.609,2021-06-27
P103960,C90191,Property,South,304596,11658,0,0,0.547,2022-02-24
P103961,C45010,Property,South,275742,12017,0,0,0.496,2022-01-18
P103962,C36972,Auto,West,180080,10479,0,0,0.78,2025-03-28
P103963,C21054,Property,North,344770,11171,1,15924,1.0,2024-07-30
P103964,C62231,Auto,West,354446,17355,0,0,0.64,2022-07-14
P103965,C20524,Life,North,190551,5970,0,0,0.264,2022-08-17
P103966,C39084,Property,South,285972,10609,0,0,0.568,2023-05-16
P103967,C43723,Auto,North,266448,14774,0,0,0.545,2023-03-02
P103968,C67061,Property,South,325598,15480,1,31556,1.0,2021-03-20
P103969,C76732,Property,North,188075,8857,0,0,0.677,2023-10-18
P103970,C12694,Health,East,425195,23124,0,0,0.412,2024-07-01
P103971,C18727,Property,North,391582,13949,0,0,0.609,2023-10-11
P103972,C16718,Auto,East,263682,15597,0,0,0.569,2022-04-17
P103973,C49223,Life,North,278358,8213,0,0,0.286,2021-07-24
P103974,C62160,Auto,North,286358,12647,1,9344,0.937,2023-02-19
P103975,C26960,Health,West,222169,14434,1,26091,0.839,2024-09-29
P103976,C53469,Property,West,255657,9344,0,0,0.679,2023-10-03
P103977,C92453,Property,South,272973,9902,0,0,0.685,2022-07-31
P103978,C98295,Auto,West,461287,26563,0,0,0.603,2022-07-23
P103979,C66792,Property,North,394662,13655,0,0,0.578,2023-02-26
P103980,C57106,Health,West,393465,19494,0,0,0.504,2024-08-10
P103981,C92650,Health,North,336993,18353,0,0,0.319,2022-12-05
P103982,C60761,Auto,East,188267,9816,1,67023,1.0,2024-10-09
P103983,C41537,Auto,North,295851,12562,1,40487,1.0,2023-02-25
P103984,C99168,Health,South,397049,23552,0,0,0.393,2022-03-18
P103985,C14632,Health,East,174174,10983,0,0,0.626,2020-08-28
P103986,C26597,Auto,South,363655,20719,1,36228,1.0,2024-02-23
P103987,C68371,Property,South,532261,18990,0,0,0.666,2022-02-27
P103988,C37783,Property,South,406182,18310,1,43376,1.0,2025-01-13
P103989,C93824,Health,West,441403,23676,0,0,0.483,2025-01-07
P103990,C81861,Auto,South,321834,17229,0,0,0.886,2024-01-29
P103991,C22335,Auto,East,396793,19289,0,0,0.575,2021-12-18
P103992,C16660,Life,North,228215,5791,0,0,0.359,2023-07-12
P103993,C54667,Auto,South,379586,20606,0,0,0.755,2020-08-30
P103994,C74598,Property,East,365439,12967,1,58508,1.0,2021-07-04
P103995,C86812,Property,South,328991,11457,0,0,0.492,2024-07-31
P103996,C26667,Property,North,431601,16286,1,11422,0.852,2024-11-06
P103997,C34176,Property,East,246122,10449,0,0,0.682,2024-09-18
P103998,C80523,Property,East,281294,10055,0,0,0.58,2024-03-28
P103999,C61077,Auto,North,309546,13519,0,0,0.654,2022-02-01
P104000,C69400,Property,East,197039,6337,0,0,0.696,2024-06-18
P104001,C11448,Health,North,322693,19142,0,0,0.473,2022-02-03
P104002,C62360,Life,East,128107,3734,0,0,0.211,2022-11-22
P104003,C49605,Auto,East,404695,18081,1,36599,1.0,2024-01-11
P104004,C36396,Auto,North,304664,12513,0,0,0.738,2023-05-20
P104005,C59429,Auto,North,247911,12045,0,0,0.669,2025-05-19
P104006,C73936,Property,East,216563,9661,0,0,0.564,2022-11-02
P104007,C88338,Property,East,276542,12014,1,54754,1.0,2023-06-03
P104008,C69876,Life,North,368826,12662,0,0,0.373,2021-12-01
P104009,C53838,Auto,West,354774,14259,1,33051,1.0,2023-08-29
P104010,C78896,Auto,North,229446,13613,0,0,0.623,2021-06-08
P104011,C85527,Property,East,215396,8069,0,0,0.471,2023-09-17
P104012,C74427,Life,East,365690,13123,0,0,0.339,2022-09-22
P104013,C48466,Auto,East,227765,10261,1,16399,1.0,2022-06-01
P104014,C32736,Life,North,305991,9075,0,0,0.099,2021-01-24
P104015,C20566,Auto,East,312375,14706,0,0,0.58,2021-04-13
P104016,C64981,Health,West,331206,18726,0,0,0.477,2022-12-23
P104017,C67734,Health,South,385827,26319,0,0,0.479,2021-01-22
P104018,C62883,Auto,West,173704,9541,0,0,0.676,2021-04-09
P104019,C78603,Auto,North,108884,6516,0,0,0.662,2021-11-10
P104020,C66818,Property,East,243255,10172,0,0,0.452,2021-05-17
P104021,C11192,Auto,North,480153,23655,0,0,0.613,2022-12-03
P104022,C31511,Life,South,502217,12596,0,0,0.418,2024-12-31
P104023,C52156,Health,North,483118,34745,1,19487,0.998,2020-08-02
P104024,C30687,Life,East,280702,8595,1,35582,0.914,2020-12-12
P104025,C63568,Health,South,121788,7893,0,0,0.549,2022-03-05
P104026,C36344,Property,South,65696,2530,0,0,0.69,2024-05-03
P104027,C13163,Auto,East,238596,12157,0,0,0.588,2020-12-04
P104028,C91139,Life,East,280193,9894,0,0,0.303,2020-09-12
P104029,C33462,Property,East,430063,14907,0,0,0.488,2023-06-20
P104030,C56877,Life,North,386781,10640,1,30149,0.691,2023-01-08
P104031,C64969,Auto,West,322741,13891,0,0,0.737,2023-02-26
P104032,C54329,Auto,North,211016,11784,1,48391,1.0,2024-03-26
P104033,C72732,Health,North,203922,10092,0,0,0.481,2023-02-19
P104034,C84202,Auto,West,325413,13548,0,0,0.865,2023-12-25
P104035,C68065,Health,East,369705,20394,0,0,0.521,2024-12-10
P104036,C87961,Health,East,339188,20467,0,0,0.422,2025-07-02
P104037,C60822,Life,West,196540,5675,0,0,0.191,2025-05-27
P104038,C95972,Life,West,365067,8958,0,0,0.402,2021-05-14
P104039,C97296,Property,North,342591,16211,0,0,0.613,2025-03-14
P104040,C67413,Health,South,192933,13673,0,0,0.568,2022-01-04
P104041,C84510,Auto,West,221568,10101,0,0,0.434,2020-08-20
P104042,C35128,Property,North,368850,16120,0,0,0.624,2021-10-28
P104043,C59915,Life,South,276549,8557,0,0,0.249,2024-04-16
P104044,C97595,Property,East,458915,16429,1,30035,0.961,2023-08-12
P104045,C78946,Property,East,350113,12672,0,0,0.594,2023-08-27
P104046,C59878,Property,North,251337,10018,0,0,0.709,2020-10-01
P104047,C15600,Property,North,298979,11573,1,11616,1.0,2021-11-20
P104048,C94889,Health,West,306338,16845,3,86382,1.0,2021-06-18
P104049,C35847,Auto,East,227161,12755,0,0,0.629,2023-07-11
P104050,C25617,Health,North,208741,12432,0,0,0.423,2022-05-22
P104051,C38940,Life,East,370139,11792,1,35784,0.954,2025-02-24
P104052,C34412,Health,East,384527,20204,1,81749,1.0,2022-11-02
P104053,C79584,Property,West,360378,14608,0,0,0.662,2022-03-01
P104054,C89098,Life,South,451532,12560,0,0,0.329,2020-08-21
P104055,C70170,Auto,West,245823,12421,0,0,0.718,2020-09-01
P104056,C94201,Health,North,467427,31196,0,0,0.343,2025-02-02
P104057,C40303,Auto,West,209908,11624,0,0,0.664,2023-10-06
P104058,C67477,Health,West,198731,11229,1,63293,1.0,2023-05-25
P104059,C64510,Health,East,124004,8018,1,13840,0.78,2023-11-14
P104060,C96540,Auto,West,255420,15025,0,0,0.792,2021-06-23
P104061,C89612,Auto,North,249628,13109,0,0,0.823,2023-05-09
P104062,C75045,Life,South,352594,9090,0,0,0.321,2021-12-16
P104063,C57471,Auto,West,324389,17385,0,0,0.643,2024-10-24
P104064,C89459,Health,West,180703,9129,0,0,0.659,2024-01-21
P104065,C15969,Auto,South,260727,14977,0,0,0.642,2022-12-14
P104066,C34341,Auto,North,262854,13230,1,19367,0.98,2023-09-05
P104067,C64376,Health,North,122402,7007,0,0,0.57,2024-01-30
P104068,C63099,Life,West,201905,4984,1,25560,0.801,2024-03-16
P104069,C56632,Health,East,222919,12737,0,0,0.446,2020-09-10
P104070,C36748,Property,West,443363,20595,0,0,0.61,2022-05-26
P104071,C38022,Life,South,319145,7740,0,0,0.344,2021-10-01
P104072,C72597,Property,South,366217,14500,0,0,0.62,2025-04-21
P104073,C82026,Life,South,150136,5281,1,4195,0.588,2021-07-07
P104074,C96427,Life,West,419421,12053,0,0,0.249,2021-01-28
P104075,C61149,Property,West,430110,16710,0,0,0.653,2021-06-09
P104076,C74579,Property,North,100166,4133,0,0,0.602,2021-05-05
P104077,C34867,Auto,East,229468,11303,2,62520,1.0,2025-02-15
P104078,C71944,Life,West,349577,9097,1,28582,0.761,2025-04-26
P104079,C98548,Auto,North,364439,14713,0,0,0.69,2023-07-26
P104080,C34976,Life,West,232151,7270,0,0,0.155,2023-08-03
P104081,C51495,Auto,North,269450,15740,0,0,0.636,2021-05-20
P104082,C37236,Life,North,240262,6073,0,0,0.306,2021-06-24
P104083,C86409,Life,East,311042,8252,0,0,0.165,2022-12-22
P104084,C44558,Auto,West,419718,19897,0,0,0.638,2020-12-06
P104085,C14453,Auto,North,222896,12521,0,0,0.938,2021-08-01
P104086,C11934,Auto,South,400082,18158,1,7400,0.861,2021-11-28
P104087,C68032,Life,South,221833,7672,0,0,0.262,2024-07-09
P104088,C79500,Health,South,215237,10615,1,38099,0.998,2022-12-15
P104089,C14410,Auto,East,381859,22461,0,0,0.688,2024-05-10
P104090,C83241,Life,North,392194,12052,0,0,0.219,2025-05-18
P104091,C72237,Property,East,385141,16384,2,10329,1.0,2021-12-27
P104092,C65868,Property,West,168420,6380,1,25237,0.981,2024-10-17
P104093,C22696,Health,West,253405,16919,1,2272,0.828,2025-03-29
P104094,C65467,Property,North,382299,13252,0,0,0.608,2023-06-24
P104095,C28966,Property,South,304154,9971,0,0,0.5,2020-12-29
P104096,C58290,Auto,North,192631,9229,0,0,0.784,2020-10-20
P104097,C67849,Auto,North,345832,19738,0,0,0.604,2021-09-27
P104098,C60584,Auto,North,228519,12591,0,0,0.544,2021-10-20
P104099,C62238,Auto,East,479452,24137,0,0,0.7,2023-11-02
P104100,C97457,Life,West,454484,14028,0,0,0.491,2023-08-25
P104101,C96009,Property,North,360410,12282,0,0,0.417,2024-01-14
P104102,C39830,Property,North,436101,19821,0,0,0.467,2025-05-15
P104103,C22683,Auto,North,306479,17083,0,0,0.775,2021-10-09
P104104,C71964,Auto,East,376544,20006,1,34242,1.0,2021-01-06
P104105,C35347,Life,East,447772,13251,0,0,0.361,2022-01-22
P104106,C88175,Health,East,324550,23091,1,61922,1.0,2024-09-02
P104107,C79204,Auto,North,274481,15805,0,0,0.714,2025-01-07
P104108,C11662,Health,South,129538,8221,0,0,0.674,2021-08-15
P104109,C53100,Property,South,291687,11069,0,0,0.481,2024-10-13
P104110,C51764,Property,South,382342,16016,0,0,0.702,2020-07-30
P104111,C82105,Property,West,394563,16259,0,0,0.668,2024-01-17
P104112,C73490,Auto,North,350437,16781,0,0,0.551,2024-07-19
P104113,C42553,Auto,South,245870,11343,0,0,0.756,2023-08-15
P104114,C45976,Life,South,102318,2955,1,11961,0.627,2021-07-17
P104115,C91904,Property,South,250478,10315,0,0,0.609,2021-03-23
P104116,C19995,Health,North,269566,15709,0,0,0.534,2023-07-18
P104117,C24836,Property,South,268707,9732,1,24996,1.0,2023-09-11
P104118,C81946,Auto,South,361856,19981,1,18118,1.0,2024-11-28
P104119,C33607,Life,North,498568,15145,0,0,0.324,2021-11-20
P104120,C80315,Auto,West,312353,12917,0,0,0.775,2022-12-24
P104121,C47843,Property,East,278327,10547,0,0,0.447,2021-10-20
P104122,C17710,Life,South,274078,9488,1,45920,1.0,2023-01-03
P104123,C95972,Health,East,312438,20660,0,0,0.384,2020-10-25
P104124,C28368,Life,West,217171,6055,0,0,0.376,2025-05-27
P104125,C71310,Life,West,312020,11001,0,0,0.308,2023-12-08
P104126,C98999,Life,South,345081,8599,0,0,0.172,2021-04-06
P104127,C75906,Health,North,320969,22811,1,33592,1.0,2020-09-16
P104128,C33235,Auto,West,345754,15529,1,41751,1.0,2023-02-04
P104129,C24777,Auto,East,343375,13797,0,0,0.807,2024-11-20
P104130,C31064,Auto,East,122810,5978,0,0,0.629,2024-03-23
P104131,C86219,Auto,East,363687,17159,0,0,0.551,2021-12-15
P104132,C60052,Life,East,232899,7096,0,0,0.453,2022-10-09
P104133,C52192,Life,West,190416,6391,0,0,0.318,2024-05-06
P104134,C55959,Property,South,189555,8621,0,0,0.687,2024-02-03
P104135,C48865,Auto,South,343354,16489,0,0,0.615,2025-04-15
P104136,C77963,Life,East,277743,8098,1,41022,0.721,2023-09-27
P104137,C92293,Property,South,131803,4530,0,0,0.768,2021-11-14
P104138,C81176,Life,East,347804,8546,0,0,0.299,2023-04-12
P104139,C16854,Property,East,156039,6594,0,0,0.649,2020-07-13
P104140,C20730,Property,North,313982,10371,0,0,0.666,2024-09-03
P104141,C35471,Auto,West,323850,17707,0,0,0.666,2025-01-04
P104142,C35042,Auto,West,388558,19732,0,0,0.723,2024-08-14
P104143,C88741,Health,East,478168,25231,0,0,0.659,2021-03-04
P104144,C96395,Health,West,163532,9967,0,0,0.497,2023-07-16
P104145,C77522,Life,South,294753,7721,0,0,0.394,2021-12-31
P104146,C64381,Auto,East,272366,13285,0,0,0.501,2024-08-13
P104147,C50858,Property,North,343375,15381,0,0,0.712,2025-03-26
P104148,C24767,Life,South,321567,9500,0,0,0.148,2024-02-12
P104149,C60177,Life,North,264745,6826,0,0,0.401,2022-03-16
P104150,C95909,Auto,North,255910,13941,1,18834,1.0,2024-06-14
P104151,C71498,Auto,West,188355,8238,0,0,0.69,2021-02-02
P104152,C13350,Life,West,398786,13105,0,0,0.29,2021-12-09
P104153,C46443,Property,East,345920,13723,0,0,0.575,2022-11-10
P104154,C25034,Auto,West,391777,19226,0,0,0.618,2024-11-25
P104155,C69007,Auto,North,268960,15338,0,0,0.679,2024-07-14
P104156,C86103,Property,North,234316,10155,0,0,0.821,2024-06-26
P104157,C70079,Health,South,192168,9376,0,0,0.63,2020-07-10
P104158,C84019,Health,North,335892,18510,2,50133,1.0,2023-05-03
P104159,C84546,Property,East,196021,9004,1,39046,1.0,2024-05-02
P104160,C65216,Property,East,484866,15658,0,0,0.61,2025-01-21
P104161,C46661,Auto,West,169236,8615,0,0,0.686,2024-11-04
P104162,C33265,Property,West,327366,14288,0,0,0.5,2023-09-10
P104163,C35345,Property,West,456685,19158,0,0,0.645,2022-12-26
P104164,C68590,Life,East,359909,11922,1,7601,0.661,2020-09-14
P104165,C49736,Property,North,317567,13849,0,0,0.517,2020-08-03
P104166,C81028,Auto,West,203152,10938,0,0,0.896,2024-03-25
P104167,C91994,Auto,South,161823,9132,0,0,0.852,2021-12-19
P104168,C74703,Property,West,377005,15959,0,0,0.655,2024-01-01
P104169,C66830,Auto,East,450615,21651,0,0,0.577,2023-05-03
P104170,C52781,Auto,West,256115,12662,0,0,0.74,2025-04-16
P104171,C77907,Health,North,186094,12134,0,0,0.528,2022-01-12
P104172,C48647,Property,West,54183,2494,0,0,0.651,2022-12-08
P104173,C21021,Property,East,201924,7341,0,0,0.759,2024-02-05
P104174,C59216,Health,East,288634,16224,0,0,0.482,2021-09-22
P104175,C12874,Health,South,459912,32349,0,0,0.705,2023-01-17
P104176,C65701,Property,East,367313,15154,0,0,0.641,2023-04-30
P104177,C94411,Health,South,330509,17284,0,0,0.471,2024-07-16
P104178,C56809,Property,North,259988,11080,0,0,0.84,2021-07-16
P104179,C88471,Property,East,241683,11565,1,32360,1.0,2024-06-11
P104180,C61426,Property,West,440565,19903,0,0,0.555,2025-04-30
P104181,C43512,Life,North,320074,10546,0,0,0.308,2023-11-02
P104182,C59378,Life,West,89740,2378,0,0,0.364,2022-05-02
P104183,C14148,Property,West,232646,10706,0,0,0.585,2023-03-22
P104184,C68929,Auto,West,214178,10819,0,0,0.713,2020-11-27
P104185,C23268,Life,North,245374,8507,0,0,0.218,2025-01-27
P104186,C82695,Auto,North,356291,16602,1,22552,0.957,2020-12-25
P104187,C26746,Property,East,289256,9543,0,0,0.611,2021-10-07
P104188,C79125,Life,West,292313,8685,0,0,0.314,2024-07-20
P104189,C38922,Life,South,431347,11749,0,0,0.353,2023-11-07
P104190,C69781,Life,East,230354,7506,0,0,0.242,2023-02-07
P104191,C12375,Health,North,486420,34521,0,0,0.366,2025-01-28
P104192,C87515,Property,South,232869,10026,0,0,0.503,2022-09-01
P104193,C77875,Life,North,308920,10702,1,17066,0.776,2025-03-20
P104194,C64350,Life,South,271880,8003,1,3482,0.468,2024-02-01
P104195,C36587,Auto,East,312342,17314,0,0,0.656,2024-10-03
P104196,C13440,Auto,South,344459,19586,0,0,0.669,2021-04-01
P104197,C55170,Auto,East,343384,18617,1,37512,1.0,2025-02-22
P104198,C85126,Property,North,224688,9015,0,0,0.531,2021-09-22
P104199,C51332,Life,South,187709,5915,0,0,0.213,2024-07-08
P104200,C31309,Health,West,550317,35667,0,0,0.64,2021-03-07
P104201,C28689,Auto,West,251602,11338,0,0,0.768,2021-11-21
P104202,C16706,Auto,North,369921,20786,1,13259,1.0,2024-12-11
P104203,C75231,Health,South,139236,9859,0,0,0.645,2023-07-09
P104204,C84404,Auto,West,272039,13413,1,44072,1.0,2023-03-10
P104205,C77776,Property,East,287280,12415,0,0,0.634,2021-09-19
P104206,C10769,Property,South,347282,15208,0,0,0.541,2023-01-30
P104207,C20004,Property,South,50000,2130,0,0,0.712,2025-01-20
P104208,C24911,Auto,West,316614,16129,1,41983,1.0,2021-10-31
P104209,C21228,Auto,East,185026,10664,1,1500,0.81,2021-01-11
P104210,C25647,Auto,East,332435,16282,0,0,0.557,2021-07-19
P104211,C55079,Property,East,196367,6476,0,0,0.57,2020-10-01
P104212,C15848,Property,South,214452,9760,0,0,0.691,2020-10-06
P104213,C88309,Auto,North,272637,14581,0,0,0.726,2024-03-02
P104214,C70399,Life,South,194767,6659,0,0,0.18,2024-10-24
P104215,C97047,Health,South,252447,12957,0,0,0.715,2021-08-08
P104216,C23553,Auto,West,180662,7338,1,33650,1.0,2023-11-07
P104217,C92195,Property,North,116683,5478,0,0,0.678,2022-07-04
P104218,C31219,Life,East,401796,10355,0,0,0.429,2021-05-28
P104219,C34228,Auto,West,170395,9575,1,1775,0.754,2023-03-23
P104220,C92989,Property,South,282132,12744,0,0,0.509,2024-10-13
P104221,C25095,Life,North,375289,12199,0,0,0.382,2023-03-30
P104222,C28598,Health,East,238506,12200,0,0,0.419,2024-12-21
P104223,C61371,Health,East,217483,13923,0,0,0.472,2022-03-18
P104224,C63411,Property,South,322624,14913,0,0,0.592,2023-02-12
P104225,C34640,Life,East,411793,11986,1,18637,0.559,2022-08-25
P104226,C25380,Property,East,183068,7069,0,0,0.564,2023-08-20
P104227,C74225,Life,North,284985,8354,1,42418,1.0,2023-02-03
P104228,C53431,Property,West,126751,4223,0,0,0.673,2024-02-29
P104229,C53813,Auto,North,260680,15078,3,17127,1.0,2022-06-12
P104230,C22185,Life,West,303420,10447,0,0,0.401,2022-07-04
P104231,C12659,Property,West,214538,10291,0,0,0.641,2023-12-25
P104232,C15127,Property,West,254301,10519,0,0,0.633,2021-11-21
P104233,C22484,Health,East,159177,10510,0,0,0.525,2023-06-03
P104234,C59477,Auto,North,307708,13556,0,0,0.637,2021-12-30
P104235,C76569,Property,East,405569,17310,0,0,0.497,2025-04-08
P104236,C54686,Auto,South,190286,10084,0,0,0.631,2021-12-14
P104237,C52363,Life,North,237733,8277,0,0,0.267,2020-11-12
P104238,C91612,Life,West,350255,11898,1,1200,0.446,2024-01-05
P104239,C26626,Property,East,421209,19803,0,0,0.641,2023-07-16
P104240,C56807,Life,East,150681,5187,0,0,0.32,2022-04-04
P104241,C23300,Property,North,283122,12995,1,22091,1.0,2023-02-20
P104242,C70761,Life,North,328313,8131,3,56657,1.0,2021-02-09
P104243,C15582,Property,West,289794,13196,0,0,0.72,2024-06-21
P104244,C96333,Property,West,52321,2183,1,16281,0.962,2021-12-12
P104245,C40671,Health,South,350109,20002,1,35490,1.0,2022-12-24
P104246,C21550,Auto,West,451934,18588,1,30836,1.0,2023-04-25
P104247,C75544,Auto,East,311666,16691,0,0,0.813,2025-02-19
P104248,C45657,Property,South,196889,7334,0,0,0.761,2020-12-20
P104249,C92663,Health,South,248687,14729,1,65263,1.0,2024-08-06
